file_a,file_b,cochange_count,jaccard
src/pages/api/checkout.ts,src/pages/api/payments/create.ts,4,0.210526
src/pages/api/checkout.ts,src/pages/staff/login.astro,2,0.090909
src/do/variant-inventory-do.ts,src/generated/csp-hashes.ts,2,0.153846
src/islands/BuyNowLandingForm.tsx,src/pages/api/buy-now/submit.ts,2,0.250000
src/islands/BuyNowLandingForm.tsx,src/pages/api/checkout.ts,2,0.105263
src/islands/BuyNowLandingForm.tsx,src/pages/buy-now/[slug].astro,4,0.666667
src/islands/GuestCheckout.tsx,src/pages/api/checkout.ts,4,0.222222
src/pages/api/buy-now/submit.ts,src/pages/buy-now/[slug].astro,2,0.200000
src/pages/api/checkout.ts,src/pages/buy-now/[slug].astro,2,0.095238
src/pages/checkout.astro,src/pages/staff/login.astro,2,0.285714
src/do/direct-checkout-session-do.ts,src/do/variant-inventory-do.ts,3,0.428571
src/do/direct-checkout-session-do.ts,src/lib/do-client.ts,2,0.250000
src/do/direct-checkout-session-do.ts,src/queues/consumers.ts,3,0.250000
src/do/direct-checkout-session-do.ts,wrangler.jsonc,2,0.153846
src/do/variant-inventory-do.ts,src/lib/maintenance/backup.ts,2,0.166667
src/do/variant-inventory-do.ts,wrangler.jsonc,3,0.187500
src/generated/csp-hashes.ts,src/lib/maintenance/backup.ts,2,0.153846
src/generated/csp-hashes.ts,wrangler.jsonc,2,0.111111
src/lib/do-client.ts,src/lib/maintenance/backup.ts,2,0.166667
src/lib/do-client.ts,wrangler.jsonc,6,0.461538
src/lib/maintenance/backup.ts,src/queues/consumers.ts,3,0.187500
src/lib/maintenance/backup.ts,wrangler.jsonc,2,0.117647
src/queues/consumers.ts,wrangler.jsonc,6,0.333333
src/lib/email-provider.ts,src/lib/payment-provider.ts,2,1.000000
src/lib/email.ts,src/lib/maintenance/backup.ts,2,0.222222
package.json,src/generated/csp-hashes.ts,2,0.062500
package.json,src/layouts/RootLayout.astro,2,0.068966
package.json,tests/master-plan-v7-guardrails.test.ts,2,0.068966
src/layouts/RootLayout.astro,src/lib/integrations/sslcommerz/client.ts,2,0.333333
Zabir_Boutiques_Master_Plan.md,src/env.d.ts,2,0.125000
src/env.d.ts,src/pages/staff/packing/courier.astro,2,0.117647
src/env.d.ts,tests/master-plan-v7-guardrails.test.ts,2,0.117647
src/env.d.ts,tests/red-team-gaps.test.ts,2,0.142857
src/lib/integrations/courier/index.ts,src/lib/integrations/courier/pathao/index.ts,2,1.000000
src/lib/integrations/courier/index.ts,src/lib/integrations/courier/redx/index.ts,2,1.000000
src/lib/integrations/courier/index.ts,src/lib/integrations/courier/steadfast/index.ts,2,1.000000
src/lib/integrations/courier/index.ts,src/pages/staff/packing/courier.astro,2,0.400000
src/lib/integrations/courier/index.ts,tests/migration-fixtures.test.ts,2,0.666667
src/lib/integrations/courier/pathao/index.ts,src/lib/integrations/courier/redx/index.ts,2,1.000000
src/lib/integrations/courier/pathao/index.ts,src/lib/integrations/courier/steadfast/index.ts,2,1.000000
src/lib/integrations/courier/pathao/index.ts,src/pages/staff/packing/courier.astro,2,0.400000
src/lib/integrations/courier/pathao/index.ts,tests/migration-fixtures.test.ts,2,0.666667
src/lib/integrations/courier/redx/index.ts,src/lib/integrations/courier/steadfast/index.ts,2,1.000000
src/lib/integrations/courier/redx/index.ts,src/pages/staff/packing/courier.astro,2,0.400000
src/lib/integrations/courier/redx/index.ts,tests/migration-fixtures.test.ts,2,0.666667
src/lib/integrations/courier/steadfast/index.ts,src/pages/staff/packing/courier.astro,2,0.400000
src/lib/integrations/courier/steadfast/index.ts,tests/migration-fixtures.test.ts,2,0.666667
src/pages/staff/packing/courier.astro,tests/migration-fixtures.test.ts,2,0.333333
tests/master-plan-v7-guardrails.test.ts,tests/red-team-gaps.test.ts,2,0.400000
src/env.d.ts,src/lib/tinify.ts,2,0.117647
src/env.d.ts,src/pages/api/staff/login.ts,7,0.304348
src/env.d.ts,wrangler.jsonc,8,0.444444
src/lib/tinify.ts,wrangler.jsonc,2,0.133333
src/pages/api/staff/login.ts,src/pages/api/staff/totp/disable.ts,2,0.125000
src/pages/api/staff/login.ts,src/pages/api/staff/totp/verify.ts,2,0.117647
src/pages/api/staff/login.ts,src/pages/staff/settings/totp.astro,2,0.125000
src/pages/api/staff/login.ts,wrangler.jsonc,6,0.272727
src/pages/api/staff/totp/disable.ts,src/pages/api/staff/totp/verify.ts,2,0.666667
src/pages/api/staff/totp/disable.ts,src/pages/staff/settings/totp.astro,2,1.000000
src/pages/api/staff/totp/verify.ts,src/pages/staff/settings/totp.astro,2,0.666667
src/layouts/RootLayout.astro,src/pages/buy-now/[slug].astro,2,0.222222
src/lib/maintenance/reconciliation.ts,src/pages/api/payments/create.ts,2,0.222222
src/lib/integrations/deepseek/client.ts,src/lib/integrations/deepseek/types.ts,2,1.000000
src/lib/integrations/email/resend/client.ts,src/lib/integrations/email/resend/types.ts,2,1.000000
package.json,src/lib/staff-menu.ts,3,0.093750
package.json,src/pages/api/staff/login.ts,10,0.312500
package.json,src/pages/staff/login.astro,2,0.064516
src/lib/staff-menu.ts,src/pages/api/staff/login.ts,3,0.136364
src/lib/staff-menu.ts,src/pages/api/staff/totp/setup.ts,2,0.222222
src/lib/staff-menu.ts,src/pages/api/staff/totp/verify.ts,2,0.200000
src/lib/staff-menu.ts,src/pages/staff/login.astro,3,0.230769
src/pages/api/staff/login.ts,src/pages/staff/login.astro,3,0.150000
src/pages/api/staff/totp/setup.ts,src/pages/api/staff/totp/verify.ts,2,0.666667
FINAL_EXECUTION_REPORT.md,src/pages/staff/packing/courier.astro,2,0.222222
FINAL_EXECUTION_REPORT.md,tests/migration-fixtures.test.ts,2,0.285714
src/lib/staff-menu.ts,src/pages/api/staff/orders/[id]/label.ts,2,0.222222
src/lib/staff-menu.ts,src/pages/staff/packing/courier.astro,2,0.166667
src/lib/staff-menu.ts,tests/staff-menu.test.ts,5,0.555556
src/pages/staff/packing/courier.astro,tests/staff-menu.test.ts,2,0.250000
FINAL_EXECUTION_REPORT.md,GAP_FIX_LIST.md,5,0.833333
FINAL_EXECUTION_REPORT.md,src/do/provider-health-do.ts,2,0.285714
FINAL_EXECUTION_REPORT.md,src/queues/consumers.ts,4,0.285714
FINAL_EXECUTION_REPORT.md,tests/fraudbd-circuit-breaker.test.ts,2,0.333333
GAP_FIX_LIST.md,src/do/provider-health-do.ts,2,0.333333
GAP_FIX_LIST.md,src/queues/consumers.ts,4,0.307692
GAP_FIX_LIST.md,tests/fraudbd-circuit-breaker.test.ts,2,0.400000
scripts/apply-migrations.ts,src/queues/consumers.ts,2,0.166667
src/do/provider-health-do.ts,src/queues/consumers.ts,3,0.250000
src/queues/consumers.ts,tests/fraudbd-circuit-breaker.test.ts,2,0.166667
FINAL_EXECUTION_REPORT.md,src/lib/integrations/fraudbd/client.ts,2,0.333333
GAP_FIX_LIST.md,src/lib/integrations/fraudbd/client.ts,2,0.400000
package.json,src/pages/order-track.astro,2,0.074074
package.json,src/pages/orders.astro,2,0.076923
package.json,src/pages/staff/api-code/index.astro,4,0.133333
package.json,src/pages/staff/audit/index.astro,2,0.071429
package.json,src/pages/staff/backups/index.astro,3,0.103448
package.json,src/pages/staff/coupons/index.astro,3,0.107143
package.json,src/pages/staff/fraud/index.astro,2,0.068966
package.json,src/pages/staff/index.astro,4,0.133333
package.json,src/pages/staff/inventory/index.astro,2,0.071429
package.json,src/pages/staff/media-admin/index.astro,3,0.103448
package.json,src/pages/staff/orders/index.astro,2,0.071429
package.json,src/pages/staff/packing/courier.astro,2,0.068966
package.json,src/pages/staff/packing/index.astro,2,0.071429
package.json,src/pages/staff/packing/packed.astro,2,0.074074
package.json,src/pages/staff/packing/slips.astro,2,0.074074
package.json,src/pages/staff/products/index.astro,4,0.129032
package.json,src/pages/staff/roles/index.astro,3,0.111111
package.json,src/pages/staff/sales/index.astro,2,0.071429
package.json,src/pages/staff/sales/instore.astro,2,0.064516
package.json,src/pages/staff/sales/new.astro,2,0.066667
package.json,src/pages/staff/sales/notes.astro,2,0.074074
package.json,src/pages/staff/sales/orders.astro,2,0.071429
package.json,src/pages/staff/sales/pos-history.astro,2,0.074074
package.json,src/pages/staff/sales/pos.astro,2,0.074074
package.json,src/pages/staff/sales/search.astro,2,0.074074
package.json,src/pages/staff/settings/index.astro,3,0.103448
package.json,src/pages/staff/support/escalations.astro,2,0.074074
package.json,src/pages/staff/support/index.astro,2,0.068966
package.json,src/pages/staff/users/index.astro,3,0.103448
package.json,src/queues/consumers.ts,6,0.187500
src/pages/order-track.astro,src/pages/orders.astro,2,0.666667
src/pages/order-track.astro,src/pages/staff/index.astro,2,0.222222
src/pages/orders.astro,src/pages/staff/index.astro,2,0.250000
src/pages/staff/api-code/index.astro,src/pages/staff/audit/index.astro,4,0.500000
src/pages/staff/api-code/index.astro,src/pages/staff/backups/index.astro,5,0.555556
src/pages/staff/api-code/index.astro,src/pages/staff/coupons/index.astro,4,0.444444
src/pages/staff/api-code/index.astro,src/pages/staff/fraud/index.astro,5,0.625000
src/pages/staff/api-code/index.astro,src/pages/staff/index.astro,3,0.230769
src/pages/staff/api-code/index.astro,src/pages/staff/inventory/index.astro,4,0.500000
src/pages/staff/api-code/index.astro,src/pages/staff/media-admin/index.astro,5,0.555556
src/pages/staff/api-code/index.astro,src/pages/staff/media/index.astro,4,0.500000
src/pages/staff/api-code/index.astro,src/pages/staff/orders/index.astro,4,0.500000
src/pages/staff/api-code/index.astro,src/pages/staff/packing/courier.astro,2,0.181818
src/pages/staff/api-code/index.astro,src/pages/staff/packing/index.astro,4,0.500000
src/pages/staff/api-code/index.astro,src/pages/staff/packing/packed.astro,2,0.222222
src/pages/staff/api-code/index.astro,src/pages/staff/packing/slips.astro,2,0.222222
src/pages/staff/api-code/index.astro,src/pages/staff/products/index.astro,8,0.888889
src/pages/staff/api-code/index.astro,src/pages/staff/reports/index.astro,3,0.375000
src/pages/staff/api-code/index.astro,src/pages/staff/roles/index.astro,3,0.333333
src/pages/staff/api-code/index.astro,src/pages/staff/sales/index.astro,3,0.333333
src/pages/staff/api-code/index.astro,src/pages/staff/sales/instore.astro,2,0.153846
src/pages/staff/api-code/index.astro,src/pages/staff/sales/new.astro,5,0.555556
src/pages/staff/api-code/index.astro,src/pages/staff/sales/notes.astro,2,0.222222
src/pages/staff/api-code/index.astro,src/pages/staff/sales/orders.astro,3,0.333333
src/pages/staff/api-code/index.astro,src/pages/staff/sales/search.astro,2,0.222222
src/pages/staff/api-code/index.astro,src/pages/staff/settings/index.astro,6,0.750000
src/pages/staff/api-code/index.astro,src/pages/staff/support/escalations.astro,2,0.222222
src/pages/staff/api-code/index.astro,src/pages/staff/support/index.astro,5,0.625000
src/pages/staff/api-code/index.astro,src/pages/staff/support/search.astro,3,0.375000
src/pages/staff/api-code/index.astro,src/pages/staff/users/index.astro,6,0.750000
src/pages/staff/audit/index.astro,src/pages/staff/backups/index.astro,3,0.428571
src/pages/staff/audit/index.astro,src/pages/staff/coupons/index.astro,3,0.500000
src/pages/staff/audit/index.astro,src/pages/staff/fraud/index.astro,3,0.500000
src/pages/staff/audit/index.astro,src/pages/staff/index.astro,2,0.200000
src/pages/staff/audit/index.astro,src/pages/staff/inventory/index.astro,3,0.600000
src/pages/staff/audit/index.astro,src/pages/staff/media-admin/index.astro,3,0.428571
src/pages/staff/audit/index.astro,src/pages/staff/media/index.astro,2,0.333333
src/pages/staff/audit/index.astro,src/pages/staff/orders/index.astro,3,0.600000
src/pages/staff/audit/index.astro,src/pages/staff/packing/courier.astro,2,0.285714
src/pages/staff/audit/index.astro,src/pages/staff/packing/index.astro,4,1.000000
src/pages/staff/audit/index.astro,src/pages/staff/packing/packed.astro,2,0.400000
src/pages/staff/audit/index.astro,src/pages/staff/packing/slips.astro,2,0.400000
src/pages/staff/audit/index.astro,src/pages/staff/products/index.astro,4,0.444444
src/pages/staff/audit/index.astro,src/pages/staff/reports/index.astro,2,0.400000
src/pages/staff/audit/index.astro,src/pages/staff/roles/index.astro,2,0.333333
src/pages/staff/audit/index.astro,src/pages/staff/sales/index.astro,3,0.600000
src/pages/staff/audit/index.astro,src/pages/staff/sales/instore.astro,2,0.222222
src/pages/staff/audit/index.astro,src/pages/staff/sales/new.astro,2,0.250000
src/pages/staff/audit/index.astro,src/pages/staff/sales/notes.astro,2,0.400000
src/pages/staff/audit/index.astro,src/pages/staff/sales/orders.astro,3,0.600000
src/pages/staff/audit/index.astro,src/pages/staff/sales/search.astro,2,0.400000
src/pages/staff/audit/index.astro,src/pages/staff/settings/index.astro,4,0.666667
src/pages/staff/audit/index.astro,src/pages/staff/support/escalations.astro,2,0.400000
src/pages/staff/audit/index.astro,src/pages/staff/support/index.astro,4,0.800000
src/pages/staff/audit/index.astro,src/pages/staff/support/search.astro,2,0.400000
src/pages/staff/audit/index.astro,src/pages/staff/users/index.astro,4,0.666667
src/pages/staff/backups/index.astro,src/pages/staff/coupons/index.astro,3,0.375000
src/pages/staff/backups/index.astro,src/pages/staff/fraud/index.astro,3,0.375000
src/pages/staff/backups/index.astro,src/pages/staff/index.astro,3,0.272727
src/pages/staff/backups/index.astro,src/pages/staff/inventory/index.astro,3,0.428571
src/pages/staff/backups/index.astro,src/pages/staff/media-admin/index.astro,6,1.000000
src/pages/staff/backups/index.astro,src/pages/staff/media/index.astro,3,0.428571
src/pages/staff/backups/index.astro,src/pages/staff/orders/index.astro,3,0.428571
src/pages/staff/backups/index.astro,src/pages/staff/packing/courier.astro,3,0.375000
src/pages/staff/backups/index.astro,src/pages/staff/packing/index.astro,3,0.428571
src/pages/staff/backups/index.astro,src/pages/staff/packing/packed.astro,3,0.500000
src/pages/staff/backups/index.astro,src/pages/staff/packing/slips.astro,3,0.500000
src/pages/staff/backups/index.astro,src/pages/staff/products/index.astro,5,0.500000
src/pages/staff/backups/index.astro,src/pages/staff/reports/index.astro,3,0.500000
src/pages/staff/backups/index.astro,src/pages/staff/roles/index.astro,4,0.666667
src/pages/staff/backups/index.astro,src/pages/staff/sales/index.astro,3,0.428571
src/pages/staff/backups/index.astro,src/pages/staff/sales/instore.astro,3,0.300000
src/pages/staff/backups/index.astro,src/pages/staff/sales/new.astro,3,0.333333
src/pages/staff/backups/index.astro,src/pages/staff/sales/notes.astro,3,0.500000
src/pages/staff/backups/index.astro,src/pages/staff/sales/orders.astro,4,0.666667
src/pages/staff/backups/index.astro,src/pages/staff/sales/search.astro,3,0.500000
src/pages/staff/backups/index.astro,src/pages/staff/settings/index.astro,5,0.714286
src/pages/staff/backups/index.astro,src/pages/staff/support/escalations.astro,3,0.500000
src/pages/staff/backups/index.astro,src/pages/staff/support/index.astro,4,0.571429
src/pages/staff/backups/index.astro,src/pages/staff/support/search.astro,3,0.500000
src/pages/staff/backups/index.astro,src/pages/staff/users/index.astro,5,0.714286
src/pages/staff/coupons/index.astro,src/pages/staff/fraud/index.astro,3,0.428571
src/pages/staff/coupons/index.astro,src/pages/staff/index.astro,3,0.300000
src/pages/staff/coupons/index.astro,src/pages/staff/inventory/index.astro,2,0.285714
src/pages/staff/coupons/index.astro,src/pages/staff/media-admin/index.astro,3,0.375000
src/pages/staff/coupons/index.astro,src/pages/staff/media/index.astro,3,0.500000
src/pages/staff/coupons/index.astro,src/pages/staff/orders/index.astro,2,0.285714
src/pages/staff/coupons/index.astro,src/pages/staff/packing/courier.astro,3,0.428571
src/pages/staff/coupons/index.astro,src/pages/staff/packing/index.astro,3,0.500000
src/pages/staff/coupons/index.astro,src/pages/staff/packing/packed.astro,3,0.600000
src/pages/staff/coupons/index.astro,src/pages/staff/packing/slips.astro,3,0.600000
src/pages/staff/coupons/index.astro,src/pages/staff/products/index.astro,4,0.400000
src/pages/staff/coupons/index.astro,src/pages/staff/reports/index.astro,2,0.333333
src/pages/staff/coupons/index.astro,src/pages/staff/roles/index.astro,3,0.500000
src/pages/staff/coupons/index.astro,src/pages/staff/sales/index.astro,2,0.285714
src/pages/staff/coupons/index.astro,src/pages/staff/sales/instore.astro,3,0.333333
src/pages/staff/coupons/index.astro,src/pages/staff/sales/new.astro,3,0.375000
src/pages/staff/coupons/index.astro,src/pages/staff/sales/notes.astro,3,0.600000
src/pages/staff/coupons/index.astro,src/pages/staff/sales/orders.astro,3,0.500000
src/pages/staff/coupons/index.astro,src/pages/staff/sales/search.astro,3,0.600000
src/pages/staff/coupons/index.astro,src/pages/staff/settings/index.astro,3,0.375000
src/pages/staff/coupons/index.astro,src/pages/staff/support/escalations.astro,3,0.600000
src/pages/staff/coupons/index.astro,src/pages/staff/support/index.astro,3,0.428571
src/pages/staff/coupons/index.astro,src/pages/staff/support/search.astro,2,0.333333
src/pages/staff/coupons/index.astro,src/pages/staff/users/index.astro,3,0.375000
src/pages/staff/fraud/index.astro,src/pages/staff/index.astro,3,0.300000
src/pages/staff/fraud/index.astro,src/pages/staff/inventory/index.astro,4,0.800000
src/pages/staff/fraud/index.astro,src/pages/staff/media-admin/index.astro,3,0.375000
src/pages/staff/fraud/index.astro,src/pages/staff/media/index.astro,3,0.500000
src/pages/staff/fraud/index.astro,src/pages/staff/orders/index.astro,4,0.800000
src/pages/staff/fraud/index.astro,src/pages/staff/packing/courier.astro,2,0.250000
src/pages/staff/fraud/index.astro,src/pages/staff/packing/index.astro,3,0.500000
src/pages/staff/fraud/index.astro,src/pages/staff/packing/packed.astro,2,0.333333
src/pages/staff/fraud/index.astro,src/pages/staff/packing/slips.astro,2,0.333333
src/pages/staff/fraud/index.astro,src/pages/staff/products/index.astro,5,0.555556
src/pages/staff/fraud/index.astro,src/pages/staff/reports/index.astro,2,0.333333
src/pages/staff/fraud/index.astro,src/pages/staff/roles/index.astro,2,0.285714
src/pages/staff/fraud/index.astro,src/pages/staff/sales/index.astro,3,0.500000
src/pages/staff/fraud/index.astro,src/pages/staff/sales/instore.astro,2,0.200000
src/pages/staff/fraud/index.astro,src/pages/staff/sales/new.astro,4,0.571429
src/pages/staff/fraud/index.astro,src/pages/staff/sales/notes.astro,2,0.333333
src/pages/staff/fraud/index.astro,src/pages/staff/sales/orders.astro,3,0.500000
src/pages/staff/fraud/index.astro,src/pages/staff/sales/search.astro,2,0.333333
src/pages/staff/fraud/index.astro,src/pages/staff/settings/index.astro,3,0.375000
src/pages/staff/fraud/index.astro,src/pages/staff/support/escalations.astro,2,0.333333
src/pages/staff/fraud/index.astro,src/pages/staff/support/index.astro,3,0.428571
src/pages/staff/fraud/index.astro,src/pages/staff/support/search.astro,2,0.333333
src/pages/staff/fraud/index.astro,src/pages/staff/users/index.astro,3,0.375000
src/pages/staff/index.astro,src/pages/staff/inventory/index.astro,3,0.333333
src/pages/staff/index.astro,src/pages/staff/login.astro,3,0.250000
src/pages/staff/index.astro,src/pages/staff/media-admin/index.astro,3,0.272727
src/pages/staff/index.astro,src/pages/staff/media/index.astro,2,0.200000
src/pages/staff/index.astro,src/pages/staff/orders/index.astro,3,0.333333
src/pages/staff/index.astro,src/pages/staff/packing/courier.astro,3,0.300000
src/pages/staff/index.astro,src/pages/staff/packing/index.astro,2,0.200000
src/pages/staff/index.astro,src/pages/staff/packing/packed.astro,3,0.375000
src/pages/staff/index.astro,src/pages/staff/packing/slips.astro,3,0.375000
src/pages/staff/index.astro,src/pages/staff/products/index.astro,3,0.214286
src/pages/staff/index.astro,src/pages/staff/reports/index.astro,2,0.222222
src/pages/staff/index.astro,src/pages/staff/roles/index.astro,3,0.333333
src/pages/staff/index.astro,src/pages/staff/sales/index.astro,2,0.200000
src/pages/staff/index.astro,src/pages/staff/sales/instore.astro,3,0.250000
src/pages/staff/index.astro,src/pages/staff/sales/new.astro,3,0.272727
src/pages/staff/index.astro,src/pages/staff/sales/notes.astro,3,0.375000
src/pages/staff/index.astro,src/pages/staff/sales/orders.astro,3,0.333333
src/pages/staff/index.astro,src/pages/staff/sales/search.astro,3,0.375000
src/pages/staff/index.astro,src/pages/staff/settings/index.astro,2,0.166667
src/pages/staff/index.astro,src/pages/staff/support/escalations.astro,3,0.375000
src/pages/staff/index.astro,src/pages/staff/support/index.astro,2,0.181818
src/pages/staff/index.astro,src/pages/staff/support/search.astro,2,0.222222
src/pages/staff/index.astro,src/pages/staff/users/index.astro,2,0.166667
src/pages/staff/inventory/index.astro,src/pages/staff/media-admin/index.astro,3,0.428571
src/pages/staff/inventory/index.astro,src/pages/staff/media/index.astro,2,0.333333
src/pages/staff/inventory/index.astro,src/pages/staff/orders/index.astro,4,1.000000
src/pages/staff/inventory/index.astro,src/pages/staff/packing/courier.astro,2,0.285714
src/pages/staff/inventory/index.astro,src/pages/staff/packing/index.astro,3,0.600000
src/pages/staff/inventory/index.astro,src/pages/staff/packing/packed.astro,2,0.400000
src/pages/staff/inventory/index.astro,src/pages/staff/packing/slips.astro,2,0.400000
src/pages/staff/inventory/index.astro,src/pages/staff/products/index.astro,4,0.444444
src/pages/staff/inventory/index.astro,src/pages/staff/reports/index.astro,2,0.400000
src/pages/staff/inventory/index.astro,src/pages/staff/roles/index.astro,2,0.333333
src/pages/staff/inventory/index.astro,src/pages/staff/sales/index.astro,3,0.600000
src/pages/staff/inventory/index.astro,src/pages/staff/sales/instore.astro,2,0.222222
src/pages/staff/inventory/index.astro,src/pages/staff/sales/new.astro,3,0.428571
src/pages/staff/inventory/index.astro,src/pages/staff/sales/notes.astro,2,0.400000
src/pages/staff/inventory/index.astro,src/pages/staff/sales/orders.astro,3,0.600000
src/pages/staff/inventory/index.astro,src/pages/staff/sales/search.astro,2,0.400000
src/pages/staff/inventory/index.astro,src/pages/staff/settings/index.astro,3,0.428571
src/pages/staff/inventory/index.astro,src/pages/staff/support/escalations.astro,2,0.400000
src/pages/staff/inventory/index.astro,src/pages/staff/support/index.astro,3,0.500000
src/pages/staff/inventory/index.astro,src/pages/staff/support/search.astro,2,0.400000
src/pages/staff/inventory/index.astro,src/pages/staff/users/index.astro,3,0.428571
src/pages/staff/login.astro,src/pages/staff/sales/instore.astro,2,0.166667
src/pages/staff/login.astro,src/pages/staff/sales/pos-history.astro,2,0.250000
src/pages/staff/login.astro,src/pages/staff/sales/pos.astro,2,0.250000
src/pages/staff/media-admin/index.astro,src/pages/staff/media/index.astro,3,0.428571
src/pages/staff/media-admin/index.astro,src/pages/staff/orders/index.astro,3,0.428571
src/pages/staff/media-admin/index.astro,src/pages/staff/packing/courier.astro,3,0.375000
src/pages/staff/media-admin/index.astro,src/pages/staff/packing/index.astro,3,0.428571
src/pages/staff/media-admin/index.astro,src/pages/staff/packing/packed.astro,3,0.500000
src/pages/staff/media-admin/index.astro,src/pages/staff/packing/slips.astro,3,0.500000
src/pages/staff/media-admin/index.astro,src/pages/staff/products/index.astro,5,0.500000
src/pages/staff/media-admin/index.astro,src/pages/staff/reports/index.astro,3,0.500000
src/pages/staff/media-admin/index.astro,src/pages/staff/roles/index.astro,4,0.666667
src/pages/staff/media-admin/index.astro,src/pages/staff/sales/index.astro,3,0.428571
src/pages/staff/media-admin/index.astro,src/pages/staff/sales/instore.astro,3,0.300000
src/pages/staff/media-admin/index.astro,src/pages/staff/sales/new.astro,3,0.333333
src/pages/staff/media-admin/index.astro,src/pages/staff/sales/notes.astro,3,0.500000
src/pages/staff/media-admin/index.astro,src/pages/staff/sales/orders.astro,4,0.666667
src/pages/staff/media-admin/index.astro,src/pages/staff/sales/search.astro,3,0.500000
src/pages/staff/media-admin/index.astro,src/pages/staff/settings/index.astro,5,0.714286
src/pages/staff/media-admin/index.astro,src/pages/staff/support/escalations.astro,3,0.500000
src/pages/staff/media-admin/index.astro,src/pages/staff/support/index.astro,4,0.571429
src/pages/staff/media-admin/index.astro,src/pages/staff/support/search.astro,3,0.500000
src/pages/staff/media-admin/index.astro,src/pages/staff/users/index.astro,5,0.714286
src/pages/staff/media/index.astro,src/pages/staff/orders/index.astro,2,0.333333
src/pages/staff/media/index.astro,src/pages/staff/packing/courier.astro,2,0.285714
src/pages/staff/media/index.astro,src/pages/staff/packing/index.astro,2,0.333333
src/pages/staff/media/index.astro,src/pages/staff/packing/packed.astro,2,0.400000
src/pages/staff/media/index.astro,src/pages/staff/packing/slips.astro,2,0.400000
